,obs_gdp_growth,obs_gdi_growth,obs_cons_growth,obs_inv_growth,obs_wage_growth,obs_hours,obs_infl_pce,obs_infl_gdpdef,obs_ffr,obs_10y_rate,obs_10y_infl_exp,obs_spread,obs_tfp_growth
2010-03-31,1.2804731223576122,1.2804731223576122,0.6291953805007809,2.552375196324239,0.6443482649013992,-44.21649305113531,0.625315116361286,0.625315116361286,3.9216921824078197,3.9216921824078197,0.5626575604654709,2.110970706284129,0.17996098652511383
2010-06-30,1.308825095366122,1.308825095366122,0.6292214851590798,2.683015882167137,0.6448042426538174,-44.22214489242677,0.6460019916049443,0.6460019916049443,3.945402986863562,3.945402986863562,0.5730009935404926,2.135246547876873,0.18382872486901525
2010-09-30,1.3505751991277357,1.3505751991277357,0.6842657277075987,2.7712487274220305,0.7512222603589496,-43.85835696699327,0.6469991113111608,0.6469991113111608,3.9339592986457728,3.9339592986457728,0.5734995578949402,2.135489800741385,0.19124826275111373
2010-12-31,1.5030480038993768,1.5030480038993768,0.6760018429300851,2.9390070367484125,0.7458394126129217,-44.021041338526594,0.6731877051285287,0.6731877051285287,3.952111879718436,3.952111879718436,0.5865938503472982,2.1290390228801224,0.2047107813266933
2011-03-31,1.710268598587877,1.710268598587877,0.7362780923737821,3.5031048085746774,0.806043842834076,-43.606643595196665,0.6611877827286726,0.6611877827286726,3.949135501250207,3.949135501250207,0.5805938935591328,2.1397087325007913,0.2016234456386096
2011-06-30,1.6453474381460143,1.6453474381460143,0.7398548291807652,3.374055891516736,0.825687924544588,-43.93338280868577,0.6808414813970758,0.6808414813970758,3.9446211707398713,3.9446211707398713,0.5904207385256893,2.129122979688503,0.20630756503621758
2011-09-30,1.5940995842266046,1.5940995842266046,0.7568625354169849,3.4594514034604895,0.8334926399480577,-43.665504174922155,0.6700029748880633,0.6700029748880633,3.935124119526361,3.935124119526361,0.5850014895951517,2.1402339777268797,0.21625885166373224
2011-12-31,1.6900697652095926,1.6900697652095926,0.7690519435002935,3.2848491093279675,0.8669192559285069,-43.90592218350245,0.6704903117068615,0.6704903117068615,3.9666448472151328,3.9666448472151328,0.5852451537238218,2.1345567724152406,0.21108085819231395
2012-03-31,1.5409651096256922,1.5409651096256922,0.7189091740052512,3.3409448834215745,0.8466568409021084,-43.62163833405972,0.702550467590598,0.702550467590598,3.951367484269636,3.951367484269636,0.6012752359036118,2.145340864166745,0.19183299735403364
2012-06-30,1.7232347568264417,1.7232347568264417,0.7924180429413725,3.494442760259032,0.9102114578377297,-43.81082630957934,0.6822507538322686,0.6822507538322686,3.9507961240553775,3.9507961240553775,0.5911253748289047,2.1295783209095926,0.19108589165303017
2012-09-30,1.61778713725391,1.61778713725391,0.7574647180608429,3.540505752377889,0.9095772378648661,-43.665558183528944,0.6982158763162418,0.6982158763162418,3.95246541929723,3.95246541929723,0.5991079402244782,2.132528169388021,0.18144647789885945
2012-12-31,1.7934912744685065,1.7934912744685065,0.7756699956577741,3.7413156602002355,0.921528448429465,-43.82768281123566,0.68409674032303,0.68409674032303,3.943181908804455,3.943181908804455,0.5920483681158213,2.139749306728892,0.21935342222197016
2013-03-31,1.7718433672176108,1.7718433672176108,0.7966888054833261,3.589663862006582,0.93767964049334,-43.66220045702292,0.7214356265337064,0.7214356265337064,3.9641534917895562,3.9641534917895562,0.61071781529209,2.136685140434671,0.21759589206130686
2013-06-30,1.5349520189229733,1.5349520189229733,0.7811550584818819,3.1303866092732333,0.9429080202655691,-43.83813773535008,0.6921673185736245,0.6921673185736245,3.9566029373071516,3.9566029373071516,0.5960836572818277,2.150497894015761,0.19409392889057223
2013-09-30,1.5309464080297202,1.5309464080297202,0.7659978903327458,3.0872869058134786,0.9398383945254738,-43.70445626258976,0.7288565794533126,0.7288565794533126,3.946875035567886,3.946875035567886,0.6144282917115909,2.1385454144226848,0.22690921006816073
2013-12-31,1.7378300824039803,1.7378300824039803,0.7771904384286147,3.5113068103349923,0.9162713347613708,-43.68484681859806,0.6948886925690447,0.6948886925690447,3.9667871257373646,3.9667871257373646,0.5974443443194372,2.1353843259449263,0.1725218078156556
2014-03-31,1.6532959274534695,1.6532959274534695,0.7780569207374102,3.432770925881183,0.9240299801718093,-43.73831231137961,0.6881699350711346,0.6881699350711346,3.9585477962984243,3.9585477962984243,0.5940849694810016,2.146302174841401,0.19798917193439075
2014-06-30,1.6676117442410066,1.6676117442410066,0.7985447765937024,3.7428622326617416,0.9205532699405133,-43.71763261065914,0.6950321011066115,0.6950321011066115,3.95251141636186,3.95251141636186,0.5975160486273257,2.129584064505498,0.19954077067336723
2014-09-30,1.821598598311138,1.821598598311138,0.7995966747622396,3.8565978834212644,0.9730707864937006,-43.61603213089924,0.7076889824946241,0.7076889824946241,3.966707999184632,3.966707999184632,0.6038444931540322,2.1275279420001927,0.19626423720026687
2014-12-31,1.7870024550098775,1.7870024550098775,0.8336360247943717,3.6475937356915913,0.9429923146703324,-43.60362744885159,0.7269726516310842,0.7269726516310842,3.9473475240503286,3.9473475240503286,0.613486323927889,2.1404557682725005,0.20348630523464978
